our_Trip_ID,our_President,our_Destination_Country,our_Start_Date,colt_TripID,classification,detail
915,Michelle Bachelet,Italy,2015-06-05,2134-CHL-ITA-42159,Complementa,CityVisited: 'Milan'
916,Michelle Bachelet,Belgium,2015-06-10,2134-CHL-BEL-42164,Complementa,CityVisited: 'Brussels'
917,Michelle Bachelet,Peru,2015-07-02,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Chile a Peru en fechas 2015-07-02 - 2015-07-03
918,Michelle Bachelet,United States,2015-09-26,2134-CHL-USA-42274,Complementa,CityVisited: 'New York'
919,Michelle Bachelet,Philippines,2015-11-18,2134-CHL-PHL-42323,Complementa,CityVisited: 'Manila'
920,Michelle Bachelet,France,2015-11-30,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Chile a France en fechas 2015-11-30 - 2015-12-01
921,Michelle Bachelet,Ecuador,2016-01-27,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Chile a Ecuador en fechas 2016-01-27 - 2016-01-27
922,Michelle Bachelet,China,2016-05-13,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Chile a China en fechas 2016-05-13 - 2016-05-14
923,Michelle Bachelet,Indonesia,2017-05-12,2134-CHL-IDN-42867,Complementa,CityVisited: 'Jakarta'
924,Michelle Bachelet,United States,2016-09-20,2134-CHL-USA-42633,Complementa,CityVisited: 'New York'
925,Michelle Bachelet,Colombia,2016-10-28,2134-CHL-COL-42671,Complementa,CityVisited: 'Cartagena'
926,Michelle Bachelet,Peru,2016-11-19,2134-CHL-PER-42692,Complementa,CityVisited: 'Lima'
928,Michelle Bachelet,China,2017-05-13,2134-CHL-CHN-42869,Complementa,CityVisited: 'Beijing'
929,Michelle Bachelet,Colombia,2017-06-29,2134-CHL-COL-42915,Complementa,CityVisited: 'Cali'
930,Michelle Bachelet,United States,2017-09-18,2134-CHL-USA-42997,Complementa,CityVisited: 'New York'
931,Michelle Bachelet,Vietnam,2017-11-10,2134-CHL-VNM-43048,Complementa,CityVisited: 'Da Nang'
932,Michelle Bachelet,Peru,2017-07-06,2134-CHL-PER-42922,Complementa,CityVisited: 'Lima'
933,Michelle Bachelet,Cuba,2018-01-07,2134-CHL-CUB-43107,Complementa,CityVisited: 'Havana'
934,Sebastián Piñera,Peru,2018-04-13,2556-CHL-PER-43205,Complementa,CityVisited: 'Lima'
935,Sebastián Piñera,Argentina,2018-04-25,2556-CHL-ARG-43216,Complementa,CityVisited: 'Buenos Aires'
936,Sebastián Piñera,Brazil,2018-04-27,2556-CHL-BRA-43217,Complementa,CityVisited: 'Brasília'
937,Sebastián Piñera,United States,2018-09-25,2556-CHL-USA-43368,Complementa,CityVisited: 'New York'
938,Sebastián Piñera,United States,2018-09-28,2556-CHL-USA-43368,Complementa,CityVisited: 'Washington DC'
939,Sebastián Piñera,Papua New Guinea,2018-11-17,2556-CHL-PNG-43421,Complementa,CityVisited: 'Port Moresby'
940,Sebastián Piñera,Argentina,2018-11-30,2556-CHL-ARG-43434,Complementa,CityVisited: 'Buenos Aires'
941,Sebastián Piñera,Brazil,2019-01-01,2556-CHL-BRA-43466,Complementa,CityVisited: 'Brasília'
942,Sebastián Piñera,Colombia,2019-02-22,2556-CHL-COL-43518,Complementa,CityVisited: 'Cúcuta'
943,Sebastián Piñera,Singapore,2018-11-12,2556-CHL-SGP-43418,Complementa,CityVisited: 'Singapore'
944,Sebastián Piñera,China,2019-04-24,2556-CHL-CHN-43579,Complementa,CityVisited: 'Beijing'
945,Sebastián Piñera,South Korea,2019-04-28,2556-CHL-KOR-43583,Complementa,CityVisited: 'Seoul'
946,Sebastián Piñera,Japan,2019-06-28,2556-CHL-JPN-43644,Complementa,CityVisited: 'Osaka'
947,Sebastián Piñera,France,2019-08-24,2556-CHL-FRA-43701,Complementa,CityVisited: 'Biarritz'
948,Sebastián Piñera,Portugal,2019-08-26,2556-CHL-PRT-43703,Complementa,CityVisited: 'Lisboa'
949,Sebastián Piñera,Brazil,2019-08-28,2556-CHL-BRA-43705,Complementa,CityVisited: 'Brasília'
950,Sebastián Piñera,United States,2019-09-23,2556-CHL-USA-43730,Complementa,CityVisited: 'New York'
951,Sebastián Piñera,Uruguay,2020-03-01,2556-CHL-URY-43891,Complementa,CityVisited: 'Montevideo'
952,Sebastián Piñera,France,2021-09-05,2556-CHL-FRA-44445,Complementa,CityVisited: 'Paris'
953,Sebastián Piñera,Spain,2021-09-07,2556-CHL-ESP-44446,Complementa,CityVisited: 'Madrid'
954,Sebastián Piñera,Italy,2021-09-08,2556-CHL-ITA-44447,Complementa,CityVisited: 'Rome'
955,Sebastián Piñera,Vatican City,2021-09-09,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Chile a Vatican City en fechas 2021-09-09 - 2021-09-09
956,Sebastián Piñera,United Kingdom,2021-09-09,2556-CHL-GBR-44448,Complementa,CityVisited: 'London'
957,Sebastián Piñera,Colombia,2021-09-24,2556-CHL-COL-44463,Complementa,CityVisited: 'Cartagena de Indias'
958,Sebastián Piñera,Uruguay,2021-09-26,2556-CHL-URY-44465,Complementa,CityVisited: 'Montevideo'
959,Sebastián Piñera,Paraguay,2021-09-28,2556-CHL-PRY-44466,Complementa,CityVisited: 'Asunción'
960,Sebastián Piñera,Colombia,2022-01-26,2556-CHL-COL-44587,Complementa,CityVisited: 'Bahía Málaga / Cartagena'
969,Gabriel Boric,Argentina,2022-04-03,3909-CHL-ARG-44654,Complementa,CityVisited: 'Buenos Aires'
970,Gabriel Boric,Canada,2022-06-06,3909-CHL-CAN-44718,Complementa,CityVisited: 'Ottawa'
971,Gabriel Boric,United States,2022-06-07,3909-CHL-USA-44719,Complementa,CityVisited: 'Los Angeles'
972,Gabriel Boric,Colombia,2022-08-06,3909-CHL-COL-44779,Complementa,CityVisited: 'Bogotá'
973,Gabriel Boric,United States,2022-09-19,3909-CHL-USA-44824,Complementa,CityVisited: 'New York'
974,Gabriel Boric,Thailand,2022-11-16,3909-CHL-THA-44882,Complementa,CityVisited: 'Bangkok'
975,Gabriel Boric,Mexico,2022-11-22,3909-CHL-MEX-44887,Complementa,CityVisited: 'Ciudad de México'
976,Gabriel Boric,Brazil,2023-01-01,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Chile a Brazil en fechas 2023-01-01 - 2023-01-02
977,Gabriel Boric,Argentina,2023-01-24,3909-CHL-ARG-44949,Complementa,CityVisited: 'Buenos Aires'
978,Gabriel Boric,Dominican Republic,2023-03-24,3909-CHL-DOM-45008,Complementa,CityVisited: 'Santo Domingo'
979,Gabriel Boric,Brazil,2023-05-29,3909-CHL-BRA-45075,Complementa,CityVisited: 'Brasília'
980,Gabriel Boric,Spain,2023-07-13,3909-CHL-ESP-45121,Complementa,CityVisited: 'Madrid'
981,Gabriel Boric,Belgium,2023-07-17,3909-CHL-BEL-45123,Complementa,CityVisited: 'Bruselas'
982,Gabriel Boric,Switzerland,2023-07-19,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Chile a Switzerland en fechas 2023-07-19 - 2023-07-20
983,Gabriel Boric,France,2023-07-21,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Chile a France en fechas 2023-07-21 - 2023-07-21
984,Gabriel Boric,Paraguay,2023-08-14,3909-CHL-PRY-45153,Complementa,CityVisited: 'Asunción'
985,Gabriel Boric,United States,2023-09-19,3909-CHL-USA-45189,Complementa,CityVisited: 'New York'
986,Gabriel Boric,China,2023-10-14,3909-CHL-CHN-45213,Complementa,CityVisited: 'Chengdú / Beijing'
987,Gabriel Boric,United States,2023-11-02,3909-CHL-USA-45232,Complementa,CityVisited: 'Washington DC'
988,Gabriel Boric,United States,2023-11-15,3909-CHL-USA-45245,Complementa,CityVisited: 'San Francisco'
989,Gabriel Boric,Argentina,2023-12-09,3909-CHL-ARG-45269,Complementa,CityVisited: 'Buenos Aires'
991,Gabriel Boric,Guatemala,2024-01-14,3909-CHL-GTM-45307,Complementa,CityVisited: 'Ciudad de Guatemala'
992,Gabriel Boric,Germany,2024-06-10,3909-CHL-DEU-45452,Complementa,CityVisited: 'Berlín'
993,Gabriel Boric,Sweden,2024-06-13,3909-CHL-SWE-45456,Complementa,CityVisited: 'Estocolmo'
994,Gabriel Boric,Switzerland,2024-06-15,3909-CHL-CHE-45458,Complementa,CityVisited: 'Bürgenstock'
995,Gabriel Boric,France,2024-06-17,3909-CHL-FRA-45459,Complementa,CityVisited: 'París'
996,Gabriel Boric,Paraguay,2024-07-16,3909-CHL-PRY-45489,Complementa,CityVisited: 'Asunción'
997,Gabriel Boric,United States,2024-09-23,3909-CHL-USA-45557,Complementa,CityVisited: 'New York'
998,Gabriel Boric,Peru,2024-11-14,3909-CHL-PER-45610,Complementa,CityVisited: 'Lima'
999,Gabriel Boric,Brazil,2024-11-16,3909-CHL-BRA-45612,Complementa,CityVisited: 'Río de Janeiro'
1000,Gabriel Boric,Uruguay,2025-02-03,3909-CHL-URY-45691,No aporta,COLT ya tiene el dato completo equivalente
1001,Gabriel Boric,Uruguay,2025-02-28,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Chile a Uruguay en fechas 2025-02-28 - 2025-03-01
1002,Gabriel Boric,India,2025-04-01,3909-CHL-IND-45746,No aporta,COLT ya tiene el dato completo equivalente
1003,Gabriel Boric,Brazil,2025-04-21,3909-CHL-BRA-45768,No aporta,COLT ya tiene el dato completo equivalente
1004,Gabriel Boric,Japan,2025-05-11,3909-CHL-JPN-45787,No aporta,COLT ya tiene el dato completo equivalente
1005,Gabriel Boric,China,2025-05-12,3909-CHL-CHN-45789,No aporta,COLT ya tiene el dato completo equivalente
1006,Gabriel Boric,Brazil,2025-07-06,3909-CHL-BRA-45844,No aporta,COLT ya tiene el dato completo equivalente
1007,Gabriel Boric,United States,2025-09-22,3909-CHL-USA-45922,No aporta,COLT ya tiene el dato completo equivalente
1008,Gabriel Boric,Brazil,2025-11-06,3909-CHL-BRA-45966,No aporta,COLT ya tiene el dato completo equivalente
1009,Gabriel Boric,Bolivia,2025-11-07,3909-CHL-BOL-45968,No aporta,COLT ya tiene el dato completo equivalente
1010,José Antonio Kast,Argentina,2026-04-05,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Chile a Argentina en fechas 2026-04-05 - 2026-04-06
1011,José Antonio Kast,Paraguay,2026-06-29,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Chile a Paraguay en fechas 2026-06-29 - 2026-06-30
1012,José Antonio Kast,Uruguay,2026-07-01,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Chile a Uruguay en fechas 2026-07-01 - 2026-07-01
1013,Michelle Bachelet,Japan,2018-02-23,2134-CHL-JPN-43153,Complementa,CityVisited: 'Tokyo'
1014,Ricardo Lagos,Portugal,2001-09-09,1516-CHL-PRT-37144,Complementa,CityVisited: 'Lisbon'
1015,Gabriel Boric,France,2024-07-24,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Chile a France en fechas 2024-07-24 - 2024-07-28
1016,Gabriel Boric,United Arab Emirates,2024-07-29,3909-CHL-ARE-45501,Complementa,CityVisited: 'Abu Dabi / Dubái'
1017,Gabriel Boric,United States,2023-09-22,3909-CHL-USA-45189,Complementa,CityVisited: 'Washington DC'
1018,Ricardo Lagos,Argentina,2000-05-17,1516-CHL-ARG-36663,Complementa,CityVisited: 'Buenos Aires'
1019,Ricardo Lagos,Germany,2000-06-02,1516-CHL-DEU-36678,Complementa,CityVisited: 'Berlin'
1021,Ricardo Lagos,Brazil,2000-07-12,1516-CHL-BRA-36719,Complementa,CityVisited: 'Brasília'
1022,Ricardo Lagos,Brazil,2000-08-31,1516-CHL-BRA-36769,Complementa,CityVisited: 'Brasília'
1023,Ricardo Lagos,Uruguay,2000-11-01,1516-CHL-URY-36831,Complementa,CityVisited: 'Montevideo'
1024,Ricardo Lagos,New Zealand,2000-11-12,1516-CHL-NZL-36842,Complementa,CityVisited: 'Wellington'
1025,Ricardo Lagos,Indonesia,2000-11-13,1516-CHL-IDN-36842,Complementa,CityVisited: 'Jakarta'
1026,Ricardo Lagos,Timor-Leste,2000-11-14,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Chile a Timor-Leste en fechas 2000-11-14 - 2000-11-14
1027,Ricardo Lagos,United States,2000-11-28,1516-CHL-USA-36858,Complementa,CityVisited: 'Seattle'
1028,Ricardo Lagos,Mexico,2000-11-30,1516-CHL-MEX-36858,Complementa,CityVisited: 'Mexico City'
1029,Ricardo Lagos,Brazil,2000-12-14,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Chile a Brazil en fechas 2000-12-14 - 2000-12-15
1030,Ricardo Lagos,United States,2001-04-15,1516-CHL-USA-36996,Complementa,CityVisited: 'Washington D.C.'
1031,Ricardo Lagos,France,2001-04-17,1516-CHL-FRA-36998,Complementa,CityVisited: 'Paris'
1032,Ricardo Lagos,Dominican Republic,2001-04-22,1516-CHL-DOM-37003,Complementa,CityVisited: 'Santo Domingo'
1033,Ricardo Lagos,Germany,2001-05-31,1516-CHL-DEU-37042,Complementa,CityVisited: 'Berlin'
1034,Ricardo Lagos,Paraguay,2001-06-21,1516-CHL-PRY-37063,Complementa,CityVisited: 'Asunción'
1035,Ricardo Lagos,China,2001-10-19,1516-CHL-CHN-37185,Complementa,CityVisited: 'Shanghai'
1036,Ricardo Lagos,China,2001-10-22,1516-CHL-CHN-37185,Complementa,CityVisited: 'Beijing'
1037,Ricardo Lagos,United States,2001-11-08,1516-CHL-USA-37205,Complementa,CityVisited: 'New York'
1038,Ricardo Lagos,Uruguay,2001-12-20,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Chile a Uruguay en fechas 2001-12-20 - 2001-12-21
1039,Ricardo Lagos,Argentina,2002-02-18,1516-CHL-ARG-37305,Complementa,CityVisited: 'Buenos Aires'
1040,Ricardo Lagos,Sweden,2002-02-21,1516-CHL-SWE-37308,Complementa,CityVisited: 'Stockholm'
1041,Ricardo Lagos,Finland,2002-02-24,1516-CHL-FIN-37312,Complementa,CityVisited: 'Helsinki'
1042,Ricardo Lagos,Italy,2002-02-26,1516-CHL-ITA-37313,Complementa,CityVisited: 'Rome'
1043,Ricardo Lagos,Costa Rica,2002-04-11,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Chile a Costa Rica en fechas 2002-04-11 - 2002-04-12
1044,Ricardo Lagos,Bolivia,2002-05-06,1516-CHL-BOL-37382,Complementa,CityVisited: 'Santa Cruz de la Sierra'
1045,Ricardo Lagos,Vatican City,2002-05-15,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Chile a Vatican City en fechas 2002-05-15 - 2002-05-16
1046,Ricardo Lagos,Argentina,2002-07-04,1516-CHL-ARG-37441,Complementa,CityVisited: 'Buenos Aires'
1047,Ricardo Lagos,Ecuador,2002-07-26,1516-CHL-ECU-37462,Complementa,CityVisited: 'Guayaquil'
1048,Ricardo Lagos,Ecuador,2002-07-28,1516-CHL-ECU-37462,Complementa,CityVisited: 'Quito'
1049,Ricardo Lagos,Russia,2002-10-02,1516-CHL-RUS-37531,Complementa,CityVisited: 'Moscow'
1050,Ricardo Lagos,Hungary,2002-10-06,1516-CHL-HUN-37536,Complementa,CityVisited: 'Budapest'
1051,Ricardo Lagos,Poland,2002-10-08,1516-CHL-POL-37538,Complementa,CityVisited: 'Warsaw'
1052,Ricardo Lagos,Honduras,2002-11-14,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Chile a Honduras en fechas 2002-11-14 - 2002-11-14
1053,Ricardo Lagos,Brazil,2002-12-05,1516-CHL-BRA-37595,Complementa,CityVisited: 'Brasília'
1054,Ricardo Lagos,Brazil,2003-01-01,1516-CHL-BRA-37622,Complementa,CityVisited: 'Brasília'
1055,Ricardo Lagos,Ecuador,2003-01-15,1516-CHL-ECU-37636,Complementa,CityVisited: 'Quito'
1056,Ricardo Lagos,Japan,2003-02-12,1516-CHL-JPN-37664,Complementa,CityVisited: 'Tokyo'
1057,Ricardo Lagos,South Korea,2003-02-15,1516-CHL-KOR-37667,Complementa,CityVisited: 'Seoul'
1058,Ricardo Lagos,Peru,2003-05-23,1516-CHL-PER-37764,Complementa,CityVisited: 'Cusco'
1059,Ricardo Lagos,Argentina,2003-05-25,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Chile a Argentina en fechas 2003-05-25 - 2003-05-25
1060,Ricardo Lagos,Paraguay,2003-06-18,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Chile a Paraguay en fechas 2003-06-18 - 2003-06-18
1061,Ricardo Lagos,Jamaica,2003-07-01,1516-CHL-JAM-37804,Complementa,CityVisited: 'Montego Bay'
1062,Ricardo Lagos,Ireland,2003-07-10,1516-CHL-IRL-37812,Complementa,CityVisited: 'Dublin'
1063,Ricardo Lagos,United Kingdom,2003-07-12,1516-CHL-GBR-37811,Complementa,CityVisited: 'London'
1064,Ricardo Lagos,Canada,2003-07-15,1516-CHL-CAN-37817,Complementa,CityVisited: 'Shawinigan'
1065,Ricardo Lagos,Paraguay,2003-08-14,1516-CHL-PRY-37847,Complementa,CityVisited: 'Asunción'
1066,Ricardo Lagos,Brazil,2003-08-19,1516-CHL-BRA-37851,Complementa,CityVisited: 'Brasília'
1067,Ricardo Lagos,Argentina,2003-08-27,1516-CHL-ARG-37860,Complementa,CityVisited: 'Buenos Aires'
1068,Ricardo Lagos,Uruguay,2003-12-15,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Chile a Uruguay en fechas 2003-12-15 - 2003-12-16
1069,Ricardo Lagos,United States,2004-01-09,1516-CHL-USA-37996,Complementa,CityVisited: 'San Diego'
1070,Ricardo Lagos,Denmark,2004-01-26,1516-CHL-DNK-38012,Complementa,CityVisited: 'Copenhagen'
1071,Ricardo Lagos,France,2004-01-28,1516-CHL-FRA-38013,Complementa,CityVisited: 'Paris'
1072,Ricardo Lagos,Croatia,2004-01-28,1516-CHL-HRV-38014,Complementa,CityVisited: 'Zagreb'
1073,Ricardo Lagos,Switzerland,2004-01-30,1516-CHL-CHE-38016,Complementa,CityVisited: 'Geneva'
1074,Ricardo Lagos,South Africa,2004-04-25,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Chile a South Africa en fechas 2004-04-25 - 2004-04-27
1075,Ricardo Lagos,Singapore,2004-04-29,1516-CHL-SGP-38106,Complementa,CityVisited: 'Singapore'
1076,Ricardo Lagos,New Zealand,2004-05-02,1516-CHL-NZL-38109,Complementa,CityVisited: 'Wellington'
1077,Ricardo Lagos,Paraguay,2004-05-13,1516-CHL-PRY-38120,Complementa,CityVisited: 'Asunción'
1078,Ricardo Lagos,Spain,2004-05-25,1516-CHL-ESP-38131,Complementa,CityVisited: 'Madrid'
1079,Ricardo Lagos,Guatemala,2004-05-30,1516-CHL-GTM-38136,Complementa,CityVisited: 'Guatemala City'
1080,Ricardo Lagos,El Salvador,2004-06-01,1516-CHL-SLV-38138,Complementa,CityVisited: 'San Salvador'
1081,Ricardo Lagos,Argentina,2004-07-07,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Chile a Argentina en fechas 2004-07-07 - 2004-07-08
1082,Ricardo Lagos,United States,2004-07-19,1516-CHL-USA-38186,Complementa,CityVisited: 'New York'
1083,Ricardo Lagos,Jamaica,2004-07-20,1516-CHL-JAM-38188,Complementa,CityVisited: 'Kingston'
1084,Ricardo Lagos,Haiti,2004-07-20,1516-CHL-HTI-38188,Complementa,CityVisited: 'Port-au-Prince'
1085,Ricardo Lagos,Argentina,2004-08-31,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Chile a Argentina en fechas 2004-08-31 - 2004-08-31
1086,Ricardo Lagos,Panama,2004-09-01,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Chile a Panama en fechas 2004-09-01 - 2004-09-01
1087,Ricardo Lagos,United States,2004-09-20,1516-CHL-USA-38249,Complementa,CityVisited: 'New York'
1088,Ricardo Lagos,Mexico,2004-09-22,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Chile a Mexico en fechas 2004-09-22 - 2004-09-22
1089,Ricardo Lagos,Romania,2004-10-11,1516-CHL-ROU-38270,Complementa,CityVisited: 'Bucharest'
1090,Ricardo Lagos,Turkey,2004-10-12,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Chile a Turkey en fechas 2004-10-12 - 2004-10-13
1091,Ricardo Lagos,Hungary,2004-10-14,1516-CHL-HUN-38274,Complementa,CityVisited: 'Budapest'
1092,Ricardo Lagos,Brazil,2004-11-04,1516-CHL-BRA-38294,Complementa,CityVisited: 'Rio de Janeiro'
1093,Ricardo Lagos,Peru,2004-12-09,1516-CHL-PER-38328,Complementa,CityVisited: 'Cusco'
1094,Ricardo Lagos,Brazil,2004-12-16,1516-CHL-BRA-38337,Complementa,CityVisited: 'Ouro Preto'
1095,Ricardo Lagos,Egypt,2005-01-16,1516-CHL-EGY-38367,Complementa,CityVisited: 'Cairo'
1096,Ricardo Lagos,India,2005-01-19,1516-CHL-IND-38370,Complementa,CityVisited: 'New Delhi'
1097,Ricardo Lagos,Germany,2005-01-23,1516-CHL-DEU-38374,Complementa,CityVisited: 'Berlin'
1098,Ricardo Lagos,Guyana,2005-02-18,1516-CHL-GUY-38401,Complementa,CityVisited: 'Georgetown'
1099,Ricardo Lagos,Grenada,2005-02-20,1516-CHL-GRD-38403,Complementa,CityVisited: 'St. George's'
1100,Ricardo Lagos,Barbados,2005-02-20,1516-CHL-BRB-38403,Complementa,CityVisited: 'Bridgetown'
1101,Ricardo Lagos,Trinidad and Tobago,2005-02-22,1516-CHL-TTO-38404,Complementa,CityVisited: 'Port of Spain'
1102,Ricardo Lagos,Brazil,2005-04-18,1516-CHL-BRA-38460,Complementa,CityVisited: 'São Paulo'
1103,Ricardo Lagos,Venezuela,2005-04-20,1516-CHL-VEN-38461,Complementa,CityVisited: 'Caracas'
1104,Ricardo Lagos,Colombia,2005-04-21,1516-CHL-COL-38463,Complementa,CityVisited: 'Bogotá'
1105,Ricardo Lagos,Brazil,2005-05-10,1516-CHL-BRA-38482,Complementa,CityVisited: 'Brasília'
1106,Ricardo Lagos,United States,2005-05-14,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Chile a United States en fechas 2005-05-14 - 2005-05-15
1107,Ricardo Lagos,Sweden,2005-06-12,1516-CHL-SWE-38516,Complementa,CityVisited: 'Stockholm'
1108,Ricardo Lagos,Paraguay,2005-06-20,1516-CHL-PRY-38522,Complementa,CityVisited: 'Asunción'
1109,Ricardo Lagos,Panama,2005-06-28,1516-CHL-PAN-38531,Complementa,CityVisited: 'Panama City'
1110,Ricardo Lagos,Australia,2005-07-13,1516-CHL-AUS-38546,Complementa,CityVisited: 'Canberra'
1111,Ricardo Lagos,Colombia,2005-09-01,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Chile a Colombia en fechas 2005-09-01 - 2005-09-03
1112,Ricardo Lagos,United States,2005-09-14,1516-CHL-USA-38609,Complementa,CityVisited: 'New York'
1113,Ricardo Lagos,Brazil,2005-09-29,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Chile a Brazil en fechas 2005-09-29 - 2005-09-30
1114,Ricardo Lagos,United States,2005-10-06,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Chile a United States en fechas 2005-10-06 - 2005-10-06
1115,Ricardo Lagos,United Kingdom,2005-10-11,1516-CHL-GBR-38636,Complementa,CityVisited: 'London'
1116,Ricardo Lagos,Spain,2005-10-12,1516-CHL-ESP-38637,Complementa,CityVisited: 'Madrid'
1117,Ricardo Lagos,Vatican City,2005-10-21,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Chile a Vatican City en fechas 2005-10-21 - 2005-10-23
1118,Ricardo Lagos,France,2005-10-24,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Chile a France en fechas 2005-10-24 - 2005-10-25
1119,Ricardo Lagos,Spain,2005-10-25,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Chile a Spain en fechas 2005-10-25 - 2005-10-25
1120,Ricardo Lagos,Ecuador,2005-12-01,1516-CHL-ECU-38687,Complementa,CityVisited: 'Quito'
1121,Ricardo Lagos,Mexico,2005-12-01,1516-CHL-MEX-38687,Complementa,CityVisited: 'Veracruz'
1122,Ricardo Lagos,Uruguay,2005-12-08,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Chile a Uruguay en fechas 2005-12-08 - 2005-12-09
1123,Michelle Bachelet,Guatemala,2007-03-18,2134-CHL-GTM-39159,Complementa,CityVisited: 'Guatemala City'
1124,Michelle Bachelet,Mexico,2007-03-19,2134-CHL-MEX-39160,Complementa,CityVisited: 'Mexico City'
1125,Michelle Bachelet,Panama,2007-03-21,2134-CHL-PAN-39162,Complementa,CityVisited: 'Panama City'
1126,Michelle Bachelet,United States,2006-09-19,2134-CHL-USA-38980,Complementa,CityVisited: 'New York'
1127,Michelle Bachelet,Finland,2007-05-29,2134-CHL-FIN-39230,Complementa,CityVisited: 'Helsinki'
1128,Michelle Bachelet,Norway,2007-05-30,2134-CHL-NOR-39232,Complementa,CityVisited: 'Oslo'
1129,Michelle Bachelet,Switzerland,2007-06-01,2134-CHL-CHE-39234,Complementa,CityVisited: 'Bern'
1130,Michelle Bachelet,United States,2008-09-23,2134-CHL-USA-39714,Complementa,CityVisited: 'New York'
1131,Michelle Bachelet,El Salvador,2009-06-01,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Chile a El Salvador en fechas 2009-06-01 - 2009-06-01
1132,Michelle Bachelet,Mexico,2009-06-24,2134-CHL-MEX-39988,Complementa,CityVisited: 'Mexico City'
1133,Michelle Bachelet,Ecuador,2009-08-10,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Chile a Ecuador en fechas 2009-08-10 - 2009-08-10
1134,Michelle Bachelet,Denmark,2009-12-17,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Chile a Denmark en fechas 2009-12-17 - 2009-12-17
1135,Sebastián Piñera,Mexico,2012-06-18,2556-CHL-MEX-41077,Complementa,CityVisited: 'Los Cabos'
1136,Sebastián Piñera,Argentina,2010-05-25,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Chile a Argentina en fechas 2010-05-25 - 2010-05-25
1137,Sebastián Piñera,Argentina,2010-10-28,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Chile a Argentina en fechas 2010-10-28 - 2010-10-28
1138,Sebastián Piñera,Brazil,2011-01-01,2556-CHL-BRA-40544,Complementa,CityVisited: 'Brasília'
1139,Sebastián Piñera,Italy,2011-03-01,2556-CHL-ITA-40603,Complementa,CityVisited: 'Rome'
1140,Sebastián Piñera,Vatican City,2011-03-03,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Chile a Vatican City en fechas 2011-03-03 - 2011-03-03
1141,Sebastián Piñera,Israel,2011-03-03,2556-CHL-ISR-40605,Complementa,CityVisited: 'Jerusalem'
1142,Sebastián Piñera,Palestine,2011-03-05,2556-CHL-PSE-40607,Complementa,CityVisited: 'Ramallah'
1143,Sebastián Piñera,Jordan,2011-03-06,2556-CHL-JOR-40608,Complementa,CityVisited: 'Amman'
1144,Sebastián Piñera,Spain,2011-03-07,2556-CHL-ESP-40608,Complementa,CityVisited: 'Madrid'
1145,Sebastián Piñera,Mexico,2011-07-07,2556-CHL-MEX-40731,Complementa,CityVisited: 'Mexico City'
1146,Sebastián Piñera,Venezuela,2011-12-02,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Chile a Venezuela en fechas 2011-12-02 - 2011-12-03
1147,Sebastián Piñera,Mexico,2011-12-04,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Chile a Mexico en fechas 2011-12-04 - 2011-12-05
