TripID,LeaderID,LeaderCountryOrIGO,LeaderCountryISO,LeaderRegion,LeaderSubregion,PriorityLeader,LeaderRole,LeaderTitle,LeaderSurname,LeaderFullName,Exiled,CountryVisited,CountryVisitedISO,RegionVisited,SubRegionVisited,CityVisited,DisputedTerritory,SemiAutoTerritory,TripYear,TripStartDate,TripEndDate,TripDuration,SubHOGSTravelWithHOGS,CotravelHOGS,MetHostHoGS,HostHOGSName,SubHOGSmetHostSubHOGS,HostSubHOGSName,AttendedMultilatEvent,NameMultilatEvent,AttendedMultilatMinisterialEvent,NameMultilatMinisterialEvent,MetNonhostHOGS,NonhostHOGSNames,PublicAddress,SignedAgreement,CulturalSiteOrCeremony,BusinessLeaderOrForum,MetIGOLeader,IGOLeaderName,Notes,Confidence(1-5),SourceLink1,SourceLink2,SourceLink3,SourceLink4,SourceLink5,SourceLink6,SourceLink7,SourceLink8,SourceLink9,SourceLink10,SourceLink11,SourceLink12,SourceLink13,SourceLink14,SourceLink15,SourceLink16,SourceLink17,SourceLink18,SourceLink19,SourceLink20,SourceLink21,SourceLink22,SourceLink23,SourceLink24,SourceLink25,SourceLink26,SourceLink27,SourceLink28,SourceLink29,SourceLink30,SourceLink31,SourceLink32,SourceLink33
334-ARG-MYS-35299,334,Argentina,ARG,Latin America and the Caribbean,South America,Yes,GS,President,Menem,Carlos Saul Menem,0,Malaysia,MYS,Asia,Southeastern Asia,Kuala Lumpur,No,No,1996,1996-08-22,1996-08-24,3,No,,Yes,Prime Minister Mahathir bin Mohamad,No,,No,,No,,No,,Yes,Yes,No,Yes,No,,,1,http://du.idm.oclc.org/login?url=https://search-proquest-com.du.idm.oclc.org/docview/266768172?accountid=14608,http://du.idm.oclc.org/login?url=https://search-proquest-com.du.idm.oclc.org/docview/266792438?accountid=14608,http://du.idm.oclc.org/login?url=https://search-proquest-com.du.idm.oclc.org/docview/266799592?accountid=14608,http://du.idm.oclc.org/login?url=https://search-proquest-com.du.idm.oclc.org/docview/269100307?accountid=14608,http://du.idm.oclc.org/login?url=https://search-proquest-com.du.idm.oclc.org/docview/266799808?accountid=14608,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334-ARG-IDN-35302,334,Argentina,ARG,Latin America and the Caribbean,South America,Yes,GS,President,Menem,Carlos Saul Menem,0,Indonesia,IDN,Asia,Southeastern Asia,Jakarta,No,No,1996,1996-08-25,1996-08-26,2,No,,Yes,President Suharto,No,,No,,No,,No,,No,No,Yes,No,No,,Attended Meeting of the European Commission.,1,http://du.idm.oclc.org/login?url=https://search-proquest-com.du.idm.oclc.org/docview/447763080?accountid=14608,http://du.idm.oclc.org/login?url=https://search-proquest-com.du.idm.oclc.org/docview/288087609?accountid=14608,http://du.idm.oclc.org/login?url=https://search-proquest-com.du.idm.oclc.org/docview/288098389?accountid=14608,http://du.idm.oclc.org/login?url=https://search-proquest-com.du.idm.oclc.org/docview/446520295?accountid=14608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334-ARG-CHL-35382,334,Argentina,ARG,Latin America and the Caribbean,South America,Yes,GS,President,Menem,Carlos Saul Menem,0,Chile,CHL,Latin America and the Caribbean,South America,Santiago,No,No,1996,1996-11-13,1996-11-14,2,No,,No,,No,,Yes,Ibero-American Summit,No,,No,,Yes,No,No,No,No,,,1,http://du.idm.oclc.org/login?url=https://search-proquest-com.du.idm.oclc.org/docview/388490650?accountid=14608,http://du.idm.oclc.org/login?url=https://search-proquest-com.du.idm.oclc.org/docview/293439072?accountid=14608,http://du.idm.oclc.org/login?url=https://search-proquest-com.du.idm.oclc.org/docview/368265157?accountid=14608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334-ARG-USA-35403,334,Argentina,ARG,Latin America and the Caribbean,South America,Yes,GS,President,Menem,Carlos Saul Menem,0,United States,USA,Northern America,North America,Washington,No,No,1996,1996-12-04,1996-12-05,2,No,,Yes,President Bill Clinton,No,,No,,No,,No,,No,No,No,No,No,,,1,http://du.idm.oclc.org/login?url=https://search-proquest-com.du.idm.oclc.org/docview/248369947?accountid=14608,http://du.idm.oclc.org/login?url=https://search-proquest-com.du.idm.oclc.org/docview/248178758?accountid=14608,https://history.state.gov/departmenthistory/visits/argentina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334-ARG-VNM-35477,334,Argentina,ARG,Latin America and the Caribbean,South America,Yes,GS,President,Menem,Carlos Saul Menem,0,Vietnam,VNM,Asia,Southeastern Asia,Hanoi,No,No,1997,1997-02-16,1997-02-18,3,No,,Yes,Prime Minister Vo Van Kiet,No,,No,,No,,No,,No,Yes,No,Yes,No,,,1,http://du.idm.oclc.org/login?url=https://search-proquest-com.du.idm.oclc.org/docview/228544558?accountid=14608,http://du.idm.oclc.org/login?url=https://search-proquest-com.du.idm.oclc.org/docview/308664555?accountid=14608,http://du.idm.oclc.org/login?url=https://search-proquest-com.du.idm.oclc.org/docview/1799676785?accountid=14608,http://du.idm.oclc.org/login?url=https://search-proquest-com.du.idm.oclc.org/docview/242972864?accountid=14608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334-ARG-THA-35479,334,Argentina,ARG,Latin America and the Caribbean,South America,Yes,GS,President,Menem,Carlos Saul Menem,0,Thailand,THA,Asia,Southeastern Asia,Bangkok,No,No,1997,1997-02-18,1997-02-20,3,No,,Yes,Prime Minister Chavalit Yongchaiyudh,No,,No,,No,,No,,No,Yes,No,Yes,No,,,1,http://du.idm.oclc.org/login?url=https://search-proquest-com.du.idm.oclc.org/docview/384751131?accountid=14608,http://du.idm.oclc.org/login?url=https://search-proquest-com.du.idm.oclc.org/docview/308659491?accountid=14608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334-ARG-SGP-35481,334,Argentina,ARG,Latin America and the Caribbean,South America,Yes,GS,President,Menem,Carlos Saul Menem,0,Singapore,SGP,Asia,Southeastern Asia,Singapore,No,No,1997,1997-02-20,1997-02-21,2,No,,Yes,Prime Minister Goh Chok Tong,No,,No,,No,,No,,No,No,No,Yes,No,,,1,http://du.idm.oclc.org/login?url=https://search-proquest-com.du.idm.oclc.org/docview/1919650657?accountid=14608,http://du.idm.oclc.org/login?url=https://search-proquest-com.du.idm.oclc.org/docview/1919650657?accountid=14608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334-ARG-BRA-35547,334,Argentina,ARG,Latin America and the Caribbean,South America,Yes,GS,President,Menem,Carlos Saul Menem,0,Brazil,BRA,Latin America and the Caribbean,South America,Brasília,No,No,1997,1997-04-27,1997-04-27,1,No,,Yes,President Fernando Henrique Cardoso,No,,No,,No,,No,,No,No,No,No,No,,,1,http://du.idm.oclc.org/login?url=https://search-proquest-com.du.idm.oclc.org/docview/1824882557?accountid=14608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334-ARG-DEU-35576,334,Argentina,ARG,Latin America and the Caribbean,South America,Yes,GS,President,Menem,Carlos Saul Menem,0,Germany,DEU,Europe,Western Europe,Bonn,No,No,1997,1997-05-26,1997-05-27,2,No,,Yes,Chancellor Helmut Kohl,No,,No,,No,,No,,No,No,No,No,No,,,2,http://du.idm.oclc.org/login?url=https://search-proquest-com.du.idm.oclc.org/docview/384680494?accountid=14608,http://www.gettyimages.com/license/542864523,http://du.idm.oclc.org/login?url=https://search-proquest-com.du.idm.oclc.org/docview/384680494?accountid=14608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334-ARG-USA-35603,334,Argentina,ARG,Latin America and the Caribbean,South America,Yes,GS,President,Menem,Carlos Saul Menem,0,United States,USA,Northern America,North America,New York,No,No,1997,1997-06-22,1997-06-25,4,No,,No,,No,,Yes,UN Environmental Conference,No,,Yes,President Leonid Kuchma,No,No,No,No,No,,,1,http://du.idm.oclc.org/login?url=https://search-proquest-com.du.idm.oclc.org/docview/192429392?accountid=14608,http://du.idm.oclc.org/login?url=https://search-proquest-com.du.idm.oclc.org/docview/367606134?accountid=14608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334-ARG-PRY-35665,334,Argentina,ARG,Latin America and the Caribbean,South America,Yes,GS,President,Menem,Carlos Saul Menem,0,Paraguay,PRY,Latin America and the Caribbean,South America,Asunción,No,No,1997,1997-08-23,1997-08-24,2,No,,No,,No,,Yes,Rio Group Summit,No,,Yes,President Ernesto Zedillo,No,No,No,No,No,,Attended the Rio Group Summit in Asuncion;met with President Ernesto Zedillo,1,https://www-proquest-com.du.idm.oclc.org/internationalnews1/docview/311495957/7B17A0541521469CPQ/2?accountid=14608,https://www-proquest-com.du.idm.oclc.org/internationalnews1/docview/316134345/7B17A0541521469CPQ/3?accountid=14608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334-ARG-CHE-35675,334,Argentina,ARG,Latin America and the Caribbean,South America,Yes,GS,President,Menem,Carlos Saul Menem,0,Switzerland,CHE,Europe,Western Europe,Lausanne,No,No,1997,1997-09-02,1997-09-05,4,No,,No,,No,,No,,No,,Yes,President Nelson Mandela,No,No,Yes,No,No,,Attended an International Olympic Committee (IOC) ceremony for the 2004 Olympic Games host city selection in Lausanne,1,https://du.idm.oclc.org/login?url=https://www.proquest.com/newspapers/bid-city-will-win-gold-today-ioc-select-host-2004/docview/288787607/se-2?accountid=14608,https://du.idm.oclc.org/login?url=https://www.proquest.com/blogs-podcasts-websites/vote-on-site-2004-olympics-may-make-history/docview/2236808159/se-2?accountid=14608,https://du.idm.oclc.org/login?url=https://www.proquest.com/newspapers/olympics-mandela-pushes-cape-town-2004/docview/254030434/se-2?accountid=14608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334-ARG-VEN-35742,334,Argentina,ARG,Latin America and the Caribbean,South America,Yes,GS,President,Menem,Carlos Saul Menem,0,Venezuela,VEN,Latin America and the Caribbean,South America,Isla Margarita,No,No,1997,1997-11-08,1997-11-08,1,No,,No,,No,,Yes,Ibero-American Summit,No,,No,,No,No,No,No,No,,,1,http://du.idm.oclc.org/login?url=https://search-proquest-com.du.idm.oclc.org/docview/311519532?accountid=14608,http://du.idm.oclc.org/login?url=https://search-proquest-com.du.idm.oclc.org/docview/368362989?accountid=14608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334-ARG-BRA-35745,334,Argentina,ARG,Latin America and the Caribbean,South America,Yes,GS,President,Menem,Carlos Saul Menem,0,Brazil,BRA,Latin America and the Caribbean,South America,Brasília,No,No,1997,1997-11-11,1997-11-12,2,No,,Yes,President Fernando Henrique Cardoso,No,,Yes,Common Market of the South (MERCOSUR) Summit,No,,No,,No,Yes,No,No,No,,,1,http://du.idm.oclc.org/login?url=https://search-proquest-com.du.idm.oclc.org/docview/398584431?accountid=14608,http://du.idm.oclc.org/login?url=https://search-proquest-com.du.idm.oclc.org/docview/421308739?accountid=14608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334-ARG-MEX-35758,334,Argentina,ARG,Latin America and the Caribbean,South America,Yes,GS,President,Menem,Carlos Saul Menem,0,Mexico,MEX,Latin America and the Caribbean,Central America,Mexico City,No,No,1997,1997-11-24,1997-11-28,5,No,,Yes,President Ernesto Zedillo,No,,No,,No,,No,,No,No,No,Yes,No,,,1,http://du.idm.oclc.org/login?url=https://search-proquest-com.du.idm.oclc.org/docview/265382988?accountid=14608,http://du.idm.oclc.org/login?url=https://search-proquest-com.du.idm.oclc.org/docview/393777486?accountid=14608,http://du.idm.oclc.org/login?url=https://search-proquest-com.du.idm.oclc.org/docview/242933612?accountid=14608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334-ARG-URY-35779,334,Argentina,ARG,Latin America and the Caribbean,South America,Yes,GS,President,Menem,Carlos Saul Menem,0,Uruguay,URY,Latin America and the Caribbean,South America,Montevideo,No,No,1997,1997-12-15,1997-12-16,2,No,,No,,No,,Yes,Common Market of the South (MERCOSUR) Summit,No,,No,,No,No,No,No,No,,Attended the Common Market of the South (MERCOSUR) Summit in Montevideo;released joint delcaration of 30 points,2,https://www-proquest-com.du.idm.oclc.org/internationalnews1/docview/311593815/E37E1480E9574DF0PQ/1?accountid=14608,https://advance-lexis-com.du.idm.oclc.org/document/?pdmfid=1516831&crid=7e6289b3-fac2-49e1-8214-fa38a8565053&pddocfullpath=%2Fshared%2Fdocument%2Fnews%2Furn%3AcontentItem%3A3RJC-X4R0-0025-F39M-00000-00&pdcontentcomponentid=10903&pdteaserkey=sr1&pditab=allpods&ecomp=szznk&earg=sr1&prid=f3c63083-8510-4a02-aee7-61ccad67af2b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334-ARG-CHE-35825,334,Argentina,ARG,Latin America and the Caribbean,South America,Yes,GS,President,Menem,Carlos Saul Menem,0,Switzerland,CHE,Europe,Western Europe,Davos,No,No,1998,1998-01-30,1998-02-02,4,No,,No,,No,,Yes,World Economic Forum (WEF) Davos;Argentina-Brazil-Chile Trilateral Meeting,No,,No,,No,No,No,No,No,,Attended the World Economic Forum (WEF) Davos;Participated in an Argentina-Brazil-Chile Trilateral Meeting,1,http://www.gettyimages.com/license/542253650,https://advance-lexis-com.du.idm.oclc.org/document/?pdmfid=1516831&crid=33ec71c7-ce56-44a9-97b1-3fc0fd4d8039&pddocfullpath=%2Fshared%2Fdocument%2Fnews%2Furn%3AcontentItem%3A3W47-0V60-00H1-P1P6-00000-00&pdcontentcomponentid=8286&pdteaserkey=sr5&pditab=allpods&ecomp=zz2yk&earg=sr5&prid=2c7d6fc2-5c21-4211-ac84-95f29ec5d7f7,https://www.apimages.com/metadata/Index/Associated-Press-International-News-Switzerland-/30485fc143e5da11af9f0014c2589dfb/1/0,https://www-proquest-com.du.idm.oclc.org/central/docview/454075434/7968CE39F464202PQ/6?accountid=14608,https://www-proquest-com.du.idm.oclc.org/central/docview/454074105/7968CE39F464202PQ/38?accountid=14608,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334-ARG-LBN-35828,334,Argentina,ARG,Latin America and the Caribbean,South America,Yes,GS,President,Menem,Carlos Saul Menem,0,Lebanon,LBN,Asia,Western Asia,Beirut,No,No,1998,1998-02-02,1998-02-04,3,No,,Yes,President Elias Hrawi,No,,No,,No,,No,,No,Yes,No,No,No,,,1,http://du.idm.oclc.org/login?url=https://search-proquest-com.du.idm.oclc.org/docview/454074105?accountid=14608,http://du.idm.oclc.org/login?url=https://search-proquest-com.du.idm.oclc.org/docview/454074656?accountid=14608,http://du.idm.oclc.org/login?url=https://search-proquest-com.du.idm.oclc.org/docview/60913822?accountid=14608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334-ARG-EGY-35831,334,Argentina,ARG,Latin America and the Caribbean,South America,Yes,GS,President,Menem,Carlos Saul Menem,0,Egypt,EGY,Africa,Northern Africa,Cairo,No,No,1998,1998-02-05,1998-02-06,2,No,,Yes,President Hosni Mubarak,No,,No,,No,,No,,Yes,No,No,No,No,,,1,http://du.idm.oclc.org/login?url=https://search-proquest-com.du.idm.oclc.org/docview/60913822?accountid=14608,http://du.idm.oclc.org/login?url=https://search-proquest-com.du.idm.oclc.org/docview/454071751?accountid=14608,http://du.idm.oclc.org/login?url=https://search-proquest-com.du.idm.oclc.org/docview/319210877?accountid=14608,http://du.idm.oclc.org/login?url=https://search-proquest-com.du.idm.oclc.org/docview/454073912?accountid=14608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334-ARG-USA-35833,334,Argentina,ARG,Latin America and the Caribbean,South America,Yes,GS,President,Menem,Carlos Saul Menem,0,United States,USA,Northern America,North America,San Francisco,No,No,1998,1998-02-07,1998-02-08,2,No,,No,,No,,No,,No,,No,,Yes,No,No,Yes,No,,,1,http://www.gettyimages.com/license/51640690,http://www.gettyimages.com/license/51640716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334-ARG-AUS-35881,334,Argentina,ARG,Latin America and the Caribbean,South America,Yes,GS,President,Menem,Carlos Saul Menem,0,Australia,AUS,Oceania,Australia and New Zealand,Sydney,No,No,1998,1998-03-27,1998-03-30,4,No,,Yes,Prime Minister John Howard,No,,No,,No,,No,,Yes,No,No,No,No,,,1,http://du.idm.oclc.org/login?url=https://search-proquest-com.du.idm.oclc.org/docview/449538310?accountid=14608,http://du.idm.oclc.org/login?url=https://search-proquest-com.du.idm.oclc.org/docview/454054179?accountid=14608,http://du.idm.oclc.org/login?url=https://search-proquest-com.du.idm.oclc.org/docview/363299946?accountid=14608,http://du.idm.oclc.org/login?url=https://search-proquest-com.du.idm.oclc.org/docview/363235550?accountid=14608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334-ARG-NZL-35884,334,Argentina,ARG,Latin America and the Caribbean,South America,Yes,GS,President,Menem,Carlos Saul Menem,0,New Zealand,NZL,Oceania,Australia and New Zealand,Wellington,No,No,1998,1998-03-30,1998-03-31,2,No,,Yes,Prime Minister Jenny Shipley,No,,No,,No,,No,,No,No,No,Yes,No,,,1,http://du.idm.oclc.org/login?url=https://search-proquest-com.du.idm.oclc.org/docview/314956932?accountid=14608,http://du.idm.oclc.org/login?url=https://search-proquest-com.du.idm.oclc.org/docview/314572639?accountid=14608,http://du.idm.oclc.org/login?url=https://search-proquest-com.du.idm.oclc.org/docview/314156925?accountid=14608,http://du.idm.oclc.org/login?url=https://search-proquest-com.du.idm.oclc.org/docview/315008916?accountid=14608,http://www.gettyimages.com/license/56050827,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334-ARG-FRA-35885,334,Argentina,ARG,Latin America and the Caribbean,South America,Yes,GS,President,Menem,Carlos Saul Menem,0,France,FRA,Europe,Western Europe,,No,Yes,1998,1998-03-31,1998-04-01,2,No,,No,,No,,No,,No,,No,,No,No,No,No,No,,"French Polynesia [PE-Latam QA 2026-08-17: verificacion independiente sugiere que este registro es posiblemente erroneo/no corresponde a un viaje internacional real - Entrada de muy baja confianza en COLT (Confidence=1) y con datos internamente contradictorios: CountryVisited='France' pero Notes='French Polynesia', dos destinos geográfica y políticamente distintos. No se halló ninguna cobertura de prensa (abierta) de un viaje de Menem a Francia o a la Polinesia F]",1,http://du.idm.oclc.org/login?url=https://search-proquest-com.du.idm.oclc.org/docview/314956932?accountid=14608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334-ARG-CHL-35903,334,Argentina,ARG,Latin America and the Caribbean,South America,Yes,GS,President,Menem,Carlos Saul Menem,0,Chile,CHL,Latin America and the Caribbean,South America,Santiago,No,No,1998,1998-04-18,1998-04-19,2,No,,No,,No,,Yes,Summit of the Americas (SOA),No,,No,,No,No,No,No,No,,,1,http://du.idm.oclc.org/login?url=https://search-proquest-com.du.idm.oclc.org/docview/405637516?accountid=14608,http://du.idm.oclc.org/login?url=https://search-proquest-com.du.idm.oclc.org/docview/195189887?accountid=14608,http://du.idm.oclc.org/login?url=https://search-proquest-com.du.idm.oclc.org/docview/316256740?accountid=14608,http://du.idm.oclc.org/login?url=https://search-proquest-com.du.idm.oclc.org/docview/388311269?accountid=14608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334-ARG-SWE-35940,334,Argentina,ARG,Latin America and the Caribbean,South America,Yes,GS,President,Menem,Carlos Saul Menem,0,Sweden,SWE,Europe,Northern Europe,Stockholm,No,No,1998,1998-05-25,1998-05-28,4,No,,Yes,Prime Minister Goran Persson,No,,No,,No,,No,,No,Yes,No,Yes,No,,,1,http://du.idm.oclc.org/login?url=https://search-proquest-com.du.idm.oclc.org/docview/454025238?accountid=14608,http://du.idm.oclc.org/login?url=https://search-proquest-com.du.idm.oclc.org/docview/454029061?accountid=14608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334-ARG-NOR-35943,334,Argentina,ARG,Latin America and the Caribbean,South America,Yes,GS,President,Menem,Carlos Saul Menem,0,Norway,NOR,Europe,Northern Europe,Oslo,No,No,1998,1998-05-28,1998-05-30,3,No,,No,,No,,No,,No,,No,,No,No,No,No,No,,,2,http://du.idm.oclc.org/login?url=https://search-proquest-com.du.idm.oclc.org/docview/454029061?accountid=14608,http://du.idm.oclc.org/login?url=https://search-proquest-com.du.idm.oclc.org/docview/454024445?accountid=14608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334-ARG-POL-35945,334,Argentina,ARG,Latin America and the Caribbean,South America,Yes,GS,President,Menem,Carlos Saul Menem,0,Poland,POL,Europe,Eastern Europe,Warsaw,No,No,1998,1998-05-30,1998-05-31,2,No,,No,,No,,No,,No,,No,,No,No,No,No,No,,,4,http://du.idm.oclc.org/login?url=https://search-proquest-com.du.idm.oclc.org/docview/454029061?accountid=14608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334-ARG-FIN-35946,334,Argentina,ARG,Latin America and the Caribbean,South America,Yes,GS,President,Menem,Carlos Saul Menem,0,Finland,FIN,Europe,Northern Europe,Helsinki,No,No,1998,1998-05-31,1998-06-01,2,No,,Yes,President Martti Ahtisaari,No,,No,,No,,No,,No,No,No,No,No,,,1,http://du.idm.oclc.org/login?url=https://search-proquest-com.du.idm.oclc.org/docview/454024445?accountid=14608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334-ARG-RUS-35971,334,Argentina,ARG,Latin America and the Caribbean,South America,Yes,GS,President,Menem,Carlos Saul Menem,0,Russia,RUS,Europe,Eastern Europe,Moscow,No,No,1998,1998-06-25,1998-06-28,4,No,,Yes,President Boris Yeltsin,No,,No,,No,,No,,No,Yes,No,Yes,No,,,1,http://du.idm.oclc.org/login?url=https://search-proquest-com.du.idm.oclc.org/docview/454227275?accountid=14608,http://du.idm.oclc.org/login?url=https://search-proquest-com.du.idm.oclc.org/docview/454213474?accountid=14608,http://du.idm.oclc.org/login?url=https://search-proquest-com.du.idm.oclc.org/docview/454224459?accountid=14608,http://du.idm.oclc.org/login?url=https://search-proquest-com.du.idm.oclc.org/docview/454221697?accountid=14608,http://du.idm.oclc.org/login?url=https://search-proquest-com.du.idm.oclc.org/docview/454002730?accountid=14608,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334-ARG-UKR-35974,334,Argentina,ARG,Latin America and the Caribbean,South America,Yes,GS,President,Menem,Carlos Saul Menem,0,Ukraine,UKR,Europe,Eastern Europe,Kyiv,No,No,1998,1998-06-28,1998-06-30,3,No,,Yes,President Leonid Kuchma,No,,No,,No,,No,,No,Yes,No,Yes,No,,,1,http://du.idm.oclc.org/login?url=https://search-proquest-com.du.idm.oclc.org/docview/454223890?accountid=14608,http://du.idm.oclc.org/login?url=https://search-proquest-com.du.idm.oclc.org/docview/454007972?accountid=14608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334-ARG-ARM-35976,334,Argentina,ARG,Latin America and the Caribbean,South America,Yes,GS,President,Menem,Carlos Saul Menem,0,Armenia,ARM,Asia,Western Asia,Yerevan,No,No,1998,1998-06-30,1998-07-01,2,No,,Yes,President Robert Kocharyan,No,,No,,No,,No,,No,No,No,No,No,,,1,http://du.idm.oclc.org/login?url=https://search-proquest-com.du.idm.oclc.org/docview/454221537?accountid=14608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334-ARG-PRY-36023,334,Argentina,ARG,Latin America and the Caribbean,South America,Yes,GS,President,Menem,Carlos Saul Menem,0,Paraguay,PRY,Latin America and the Caribbean,South America,Asunción,No,No,1998,1998-08-16,1998-08-17,2,No,,No,,No,,No,,No,,Yes,President Eduardo Frei Ruiz-Tagle;President Jamil Mahuad,No,No,Yes,No,No,,Attended inauguration of President Raul Cubas Grau,1,http://du.idm.oclc.org/login?url=https://search-proquest-com.du.idm.oclc.org/docview/452232025?accountid=14608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334-ARG-PAN-36044,334,Argentina,ARG,Latin America and the Caribbean,South America,Yes,GS,President,Menem,Carlos Saul Menem,0,Panama,PAN,Latin America and the Caribbean,Central America,Panama City,No,No,1998,1998-09-06,1998-09-06,1,No,,No,,No,,Yes,Rio Group Summit,No,,Yes,President Eduardo Frei Ruiz-Tagle;President Jamil Mahuad,No,No,No,No,No,,,2,http://du.idm.oclc.org/login?url=https://search-proquest-com.du.idm.oclc.org/docview/452619183?accountid=14608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334-ARG-BRB-36045,334,Argentina,ARG,Latin America and the Caribbean,South America,Yes,GS,President,Menem,Carlos Saul Menem,0,Barbados,BRB,Latin America and the Caribbean,Caribbean,Bridgetown,No,No,1998,1998-09-07,1998-09-08,2,No,,No,,No,,No,,No,,No,,No,No,No,No,No,,,4,http://du.idm.oclc.org/login?url=https://search-proquest-com.du.idm.oclc.org/docview/452619489?accountid=14608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334-ARG-TTO-36046,334,Argentina,ARG,Latin America and the Caribbean,South America,Yes,GS,President,Menem,Carlos Saul Menem,0,Trinidad and Tobago,TTO,Latin America and the Caribbean,Caribbean,Port of Spain,No,No,1998,1998-09-08,1998-09-09,2,No,,No,,No,,No,,No,,No,,No,No,No,No,No,,,4,http://du.idm.oclc.org/login?url=https://search-proquest-com.du.idm.oclc.org/docview/452619489?accountid=14608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334-ARG-JAM-36048,334,Argentina,ARG,Latin America and the Caribbean,South America,Yes,GS,President,Menem,Carlos Saul Menem,0,Jamaica,JAM,Latin America and the Caribbean,Caribbean,Kingston,No,No,1998,1998-09-10,1998-09-11,2,No,,No,,No,,No,,No,,No,,No,Yes,No,No,No,,,3,http://du.idm.oclc.org/login?url=https://search-proquest-com.du.idm.oclc.org/docview/310092786?accountid=14608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334-ARG-USA-36074,334,Argentina,ARG,Latin America and the Caribbean,South America,Yes,GS,President,Menem,Carlos Saul Menem,0,United States,USA,Northern America,North America,Washington,No,No,1998,1998-10-06,1998-10-07,2,No,,Yes,President Bill Clinton,No,,Yes,International Monetary Fund (IMF) Summit,No,,No,,No,No,No,No,No,,,1,http://www.gettyimages.com/license/51634765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334-ARG-FRA-36080,334,Argentina,ARG,Latin America and the Caribbean,South America,Yes,GS,President,Menem,Carlos Saul Menem,0,France,FRA,Europe,Western Europe,Paris,No,No,1998,1998-10-12,1998-10-14,3,No,,Yes,President Jacques Chirac,No,,No,,No,,No,,No,No,No,No,No,,,1,http://du.idm.oclc.org/login?url=https://search-proquest-com.du.idm.oclc.org/docview/452221567?accountid=14608,http://du.idm.oclc.org/login?url=https://search-proquest-com.du.idm.oclc.org/docview/452600123?accountid=14608,http://du.idm.oclc.org/login?url=https://search-proquest-com.du.idm.oclc.org/docview/451783403?accountid=14608,http://du.idm.oclc.org/login?url=https://search-proquest-com.du.idm.oclc.org/docview/451798720?accountid=14608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
